Glossary_ID,Term,Definition,DataSources_ID
C86337E4-6964-4405-9660-79EE8F6D3B16,Dolomitic or magnesian sedimentary rock,"Carbonate sedimentary rock with a ratio of magnesium carbonate to calcite (plus aragonite) greater than 1 to 1. Includes dolostone, lime dolostone and magnesite-stone.",FA525E83-957A-4CF9-A740-25D5E158B192
C90321D3-7EFB-4171-BAAB-E7098B1BFB31,Generic gneiss,"A non mylonitic foliated metamorphic rock that does not have well developed, continuous schistosity, for which presence or absence of layering is not specified.",71E8B412-FAF7-4B1E-A56C-5019DF9AEB8F
C908FD38-4939-49E0-9500-46FF05D54994,Marble,"Metamorphic rock consisting of greater than 75 percent fine- to coarse-grained recrystallized calcite and/or dolomite, usually with a granoblastic, saccharoidal texture.",8BC341BB-FF0B-4E47-95C0-B284273E362F
D288928B-7FE7-4B0D-966F-5A8C30ED0E41,Orientation discrete surface,Measurement of orientation of a single surface (discrete structure) at a point location.,2946BA13-24A5-4E5C-B588-230B3116576E
D57A7299-7B80-4D7B-9A41-B142720BCDD7,Sand (sandy sediment),"Clastic sediment consisting of less than 30 percent clasts that are greater than 2 mm in diameter, and in which the ratio of mud-size particles (less than 0.0625 mm diameter) to sand-size particles (0.0625 to 2 mm diameter) is greater than 50 percent.  Co",9A437217-927B-431C-A042-57F746B5E5AF
D63928CC-EA59-49E0-95A6-148E652A3213,Glassy igneous rock,Igneous rock that consists of greater than 80 percent massive glass.,615F7726-7973-49B4-A8ED-8526CCFFD95C
D7057360-38FA-4227-8B98-3FE0764CB197,Gneiss,"Foliated metamorphic rock with bands or lenticles rich in granular minerals alternating with bands or lenticles rich in minerals with a flaky or elongate prismatic habit. Mylonitic foliation or well developed, continuous schistosity (greater than 50 percent of the rock consists of grains participate in a planar or linear fabric) precludes classification with this concept.",660BF4C7-0254-491C-BA47-B210F2AC10DA
DAD5DB79-22A6-46A8-949B-334AC30C8598,Granitic rock (granitoid),"Rock that contains between 20 and 60 percent quartz, and mafic mineral content is less than 90 percent. A general term for all phaneritic igneous rocks dominated by quartz and feldspars.",E723B978-2DD5-4E51-8FAA-BA49417B904D
DB0A94D2-F12C-4D3A-9EED-B065624E88CF,Non clastic siliceous sedimentary material,Any compound material whose genesis is sedimentary and consolidation state is not specified in which 50 percent or more of the primary sedimentary material is non-clastic silica,97E21808-B73B-4F52-B71E-3A3682191A44
DBEF4480-FACF-49F7-A0BD-DD5453FA71CB,Foliation primary igneous,"Penetrative planar fabric interpreted to be the product of igneous processes, formed in the rock while melt was still present.",59407201-A0F6-4001-8C4D-9334BB43E715
DF475E76-74D4-415C-8340-C149498F8CC4,"Tuff-breccia, agglomerate, or pyroclastic breccia","Pyroclastic rock in which greater than 25 percent of particles are greater than 64 mm in largest dimension. Includes agglomerate, pyroclastic breccia of Gillespie and Styles (1999)",93B645D6-28E8-4335-9082-F82D70F56D15
DFD4CD05-C611-4E31-9C60-A82AEF5876ED,Coarse grained pyroclastic rocks,"A general term for a consolidated pyroclastic rock in which more than 25 percent of the rock (volumetrically) is composed of pyroclasts greater than 64 mm in diameter (diameter of volume equivalent sphere). Includes tuff breccia, agglomerate, pyroclastic ",F49FE520-9533-4C15-BD9A-F6208F1638C8
E01A16D6-DF2F-4164-A9ED-9F90C0DD803A,Tectonic lineation,Penetrative linear structure in a rock body defined by fabric elements that are the product of tectonic processes. Linear is used in the sense that the orientation of the structure can be represented as a line in some sufficiently small neighborhood of an,59407201-A0F6-4001-8C4D-9334BB43E715
E3625BB6-E38B-4A63-B808-5A153049A4EB,Mafic dike,Dike in which intrusive rock has mafic composition.,59407201-A0F6-4001-8C4D-9334BB43E715
E37A3C37-6A20-429B-B483-CF0780565B1F,Conglomerate,"Clastic sedimentary rock composed of at least 30 percent rounded to subangular fragments larger than 2 mm in diameter, typically contains finer grained material in interstices between larger fragments. If more than 15 percent of the fine grained matrix is of indeterminant clastic or diagenetic origin and the fabric is matrix supported, may also be categorized as wackestone. If rock has unsorted or poorly sorted texture with a wide range of particle sizes, may also be categorized as diamictite.",5255061A-F755-47F7-B57B-144A0CF83EB8
E49B0632-5F82-4327-8BA3-B0D0C2F46B1A,Well developed protomylonitic foliation,"Protomylonite foliation defined by aligned  tectonically flattened mineral grains, and planar or tabular grains rotated to parallel foliation, as well as cleavage along slip or shear surfaces. Intermediate fabric in mylonite series; foliation is distinct ",59407201-A0F6-4001-8C4D-9334BB43E715
E4B360F5-5DFF-49E5-A6F2-892EF63EBC5E,Sedimentary material,Any compound material whose genesis is sedimentary; consolidation state is not specified; subsumes sediment and sedimentary rock. This subdivision is assumed to be covering--that is any sedimentary material for which there is sufficient description to cla,97E21808-B73B-4F52-B71E-3A3682191A44
E5AA11E1-41E2-40C6-ACD9-D8587150CE4F,"High angle fault, slip known","High-angle fault for which a piercing point is determined by features that can be matched across the fault, allowing determination of slip at at least one location.",59407201-A0F6-4001-8C4D-9334BB43E715
E7722490-855F-41AE-80A7-3870505B20C4,Dike,A sheet-like body of intrusive igneous rock that cuts across bedding or foliation (if present) in host rock. Dike is also a kind of degenerate volume geologic surface.,C90A6E2B-F382-48A6-B377-162DE9D4A817
E9CA88F4-87F2-4428-8F02-21ACAD7922DA,Generic marble,"Metamorphic rock in which in which carbonate minerals form greater than 75 percent of rock. A metamorphic rock consisting predominantly of fine- to coarse-grained recrystallized calcite and/or dolomite. Commonly has a granoblastic, saccharoidal fabric, bu",71E8B412-FAF7-4B1E-A56C-5019DF9AEB8F
EA9FAFA6-74FA-4B8A-815C-2885B8BF4B51,Clastic sedimentary rock,"Sedimentary rock consisting of greater than 50 percent particles derived by erosion, weathering, or mass-wasting of pre-existing rock, either in air or below water or ice. Includes rocks consisting of greater than 50 percent carbonate minerals if the carb",93FF7D2D-64B8-4B05-9ADA-D3301ADAC8AE
EADAC9F4-9B4B-41F4-A206-DE0D83655433,Sandstone,Clastic sedimentary rock in which less than 30 percent of particles are greater than 2 mm in diameter (gravel) and the sand to mud ratio is at least 1.,B549C4E8-2387-4A85-8B50-27B8D917FBDD
EBB1B090-A0C0-4E53-999A-FB862741CA9C,Ash and lapilli,Category to group fine-grained tephra. Contains less than 25 percent clasts larger than 64 mm.,34CBAEC5-37F2-4428-8DF7-D8FFF71BCA86
EF3D7DB1-59EC-40CE-AE00-F597DA7F060A,Not rock (unconsolidated material),"Generic unconsolidated compound Earth material, found either at the surface or at depth, for which there is insufficient data to assign to any more specific class. Together with the class Rock, covers all compound Earth materials whose consolidation state",7CA55DA8-F372-4A49-AC53-75D215D39AC3
EF7D1C9C-F47A-44F1-B339-0CBF06AF5FA1,Sandstone (sandy rock of SLTTs),"Clastic sedimentary rock consisting of less than 30 percent gravel-size clasts and with a sand to mud ratio greater than 1. Broader use of term sandstone than recommended by SLTTs [2004] is used here for consistency with common usage, and to make the pare",9A437217-927B-431C-A042-57F746B5E5AF
F0F84377-D884-46F7-9CBD-7E42F3C14769,Amphibolite,"Metamorphic rock consisting of greater than or equal to 40 percent dark-colored amphibole, in which more than half of the non-amphibole mineral is plagioclase, and quartz less than 5 percent.",71E8B412-FAF7-4B1E-A56C-5019DF9AEB8F
F24A635B-478A-4345-A645-2ADD4EFE8CE6,Contact,A non-faulted contact separating bodies of material in the earth that have different lithologic character or geologic history.,C845E4B9-2D56-4682-A9DA-91879B7BCC62
F47C274B-FB5D-4F7A-93B5-561D79AE0622,Coarse grained crystalline rock,"Phaneritic crystalline igneous rock; classification based on modal mineralogy. Rock contains less than 10 percent aphanitic material, such that all mineral phases are discernible.",2FDEA41F-8FCC-402A-80B5-BCB6CC1F7834
F4CE5227-A688-45DE-9D05-B25FD6C89E45,"Ash tuff, lapillistone, and lapilli tuff","Pyroclastic rock in which less than 25 percent of rock by volume are more than 64 mm in longest diameter. Includes tuff, lapilli tuff, and lapillistone.",93B645D6-28E8-4335-9082-F82D70F56D15
F70AA067-D4CC-4F3B-BED9-C3389C582C07,Metamorphic rock,"Generic metamorphic rock, unspecified fabric and composition",71E8B412-FAF7-4B1E-A56C-5019DF9AEB8F
F87F43FE-53C9-47CE-8AA8-C3F02F5D84A7,Mud (muddy sediment),"Clastic sediment consisting of less than 30 percent clasts that are greater than 2 mm in diameter, and in which the ratio of mud-size particles (less than 0.0625 mm diameter) to sand-size particles (0.0625 to 2 mm diameter) is less than 50 percent. Compos",9A437217-927B-431C-A042-57F746B5E5AF
F8849126-259C-4125-AF0D-C43BA47BD995,Shale,"A laminated or fissile mudstone (mudrock of SLTTs). Fissile means rock will part or to break along thin, closely spaced layers parallel to stratification.",924393C4-D5CD-45CA-B786-FDEB7F0D9A22
F91E9BF6-162A-4A55-AF4F-98455DDF0D19,Tectonic  layering,"Layering defined by mineralogical or textural variations in a rock body that are interpreted to be related to deformation or metamorphism, commonly associated with layers that have sharp boundaries. Also known as gneissic foliation. See plates 142-145 (p.",31EEEAA3-8A5D-451E-8A6C-B68041A7FAD1
FA189047-9E81-4C12-8E9D-5D0D541E310F,Bedding,"Outcrop-scale fabric defined by layering that results from the successive stacking of sedimentation units, each of which generally formed under uniform depositional conditions (see discussions by Otto, 1938; McKee and Weir, 1953; Campbell, 1967; Reineck a",97E21808-B73B-4F52-B71E-3A3682191A44
FA2EA651-3D32-42FE-879E-79AAF57BB5EB,Cleavage parallel to bedding,Composite fabric in which a cleavage is developed parallel to bedding.,59407201-A0F6-4001-8C4D-9334BB43E715
FBD61B28-84A5-4D28-A27B-A9557FAE64DA,Mapping boundary surface,"Contact placed at boundary of map areas or interpretation volumes, including changes in stratigraphic nomenclature.",59407201-A0F6-4001-8C4D-9334BB43E715
FFF69017-514A-4B39-95F0-6871CF6EC7F1,Quartz vein,hydrothermal vein unit composed of 75percent quartz (uses monomineralic cutoff criteria from NADM metamorphic rock classification). Subtypes bases on other constituents,59407201-A0F6-4001-8C4D-9334BB43E715
